tgt,input,show_inp,ent1,ent2,id
Other,"This time the ENT_1_START lobster ENT_1_END was full of its superb ENT_2_START flavor ENT_2_END , which suffused even into the buttered corn .","This time the ENT_1_START lobster ENT_1_END was full of its superb ENT_2_START flavor ENT_2_END , which suffused even into the buttered corn .",lobster,flavor,2485
"Cause-Effect(e2,e1)",He has a tattoo on his right arm and ENT_1_START scars ENT_1_END from ENT_2_START stitches ENT_2_END on his right elbow .,He has a tattoo on his right arm and ENT_1_START scars ENT_1_END from ENT_2_START stitches ENT_2_END on his right elbow .,scars,stitches,54
"Product-Producer(e2,e1)","The ENT_1_START watchmaker ENT_1_END makes the ENT_2_START watch ENT_2_END , he winds it up , he sets it going , he is outside the process but he initiates the process , he sets the hands in motion .","The ENT_1_START watchmaker ENT_1_END makes the ENT_2_START watch ENT_2_END , he winds it up , he sets it going , he is outside the process but he initiates the process , he sets the hands in motion .",watchmaker,watch,7393
Other,Stack gummy savers with a little frosting in between to make a ENT_1_START smoke ENT_1_END ENT_2_START stack ENT_2_END on the engine .,Stack gummy savers with a little frosting in between to make a ENT_1_START smoke ENT_1_END ENT_2_START stack ENT_2_END on the engine .,smoke,stack,5673
"Component-Whole(e1,e2)",He clicked the left ENT_1_START key ENT_1_END of the ENT_2_START mouse ENT_2_END in order to copy the chosen translation to the clipboard .,He clicked the left ENT_1_START key ENT_1_END of the ENT_2_START mouse ENT_2_END in order to copy the chosen translation to the clipboard .,key,mouse,2208
"Component-Whole(e2,e1)",Almost all of today 's ENT_1_START automobiles ENT_1_END have painted plastic ENT_2_START bumpers ENT_2_END because they are easily damaged during parking maneuvers .,Almost all of today 's ENT_1_START automobiles ENT_1_END have painted plastic ENT_2_START bumpers ENT_2_END because they are easily damaged during parking maneuvers .,automobiles,bumpers,1219
Other,"The ENT_1_START institution ENT_1_END provides a ENT_2_START deposit ENT_2_END , as set in the Commission dues and fees schedule , towards the fee when it submits its appeal document .","The ENT_1_START institution ENT_1_END provides a ENT_2_START deposit ENT_2_END , as set in the Commission dues and fees schedule , towards the fee when it submits its appeal document .",institution,deposit,7928
"Cause-Effect(e1,e2)",Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory ENT_1_START disease ENT_1_END that results in ENT_2_START hardening ENT_2_END and scarring of liver cells .,Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory ENT_1_START disease ENT_1_END that results in ENT_2_START hardening ENT_2_END and scarring of liver cells .,disease,hardening,3352
Other,We catch ENT_1_START happiness ENT_1_END from friends and family ENT_2_START members ENT_2_END like an emotional virus .,We catch ENT_1_START happiness ENT_1_END from friends and family ENT_2_START members ENT_2_END like an emotional virus .,happiness,members,4497
"Member-Collection(e2,e1)","Even in its harshest moments , the guitars sound like a ENT_1_START chorus ENT_1_END of fuzzed - out ENT_2_START angels ENT_2_END .","Even in its harshest moments , the guitars sound like a ENT_1_START chorus ENT_1_END of fuzzed - out ENT_2_START angels ENT_2_END .",chorus,angels,3718
"Content-Container(e1,e2)",The goal of the study was to determine the percentage of adult Americans who keep ENT_1_START money ENT_1_END in a regular ENT_2_START savings account ENT_2_END .,The goal of the study was to determine the percentage of adult Americans who keep ENT_1_START money ENT_1_END in a regular ENT_2_START savings account ENT_2_END .,money,savings account,7341
"Cause-Effect(e2,e1)","ENT_1_START Smoke ENT_1_END from wood ENT_2_START fires ENT_2_END in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine , wife of Henry II , causing her to move out in 1157 .","ENT_1_START Smoke ENT_1_END from wood ENT_2_START fires ENT_2_END in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine , wife of Henry II , causing her to move out in 1157 .",ENT_1_START Smoke,fires,2255
"Message-Topic(e2,e1)",The ENT_1_START methods ENT_1_END mentioned here are analysed in the next ENT_2_START section ENT_2_END .,The ENT_1_START methods ENT_1_END mentioned here are analysed in the next ENT_2_START section ENT_2_END .,methods,section,3107
"Member-Collection(e2,e1)","Unlike most fall days now , few bird watchers were present to witness the spectacular ENT_1_START stream ENT_1_END of migrating ENT_2_START hawks ENT_2_END passing over .","Unlike most fall days now , few bird watchers were present to witness the spectacular ENT_1_START stream ENT_1_END of migrating ENT_2_START hawks ENT_2_END passing over .",stream,hawks,3817
Other,The decedent was a licensed commercial truck driver and had been employed by this ENT_1_START trucking ENT_1_END ENT_2_START company ENT_2_END for five years .,The decedent was a licensed commercial truck driver and had been employed by this ENT_1_START trucking ENT_1_END ENT_2_START company ENT_2_END for five years .,trucking,company,7413
"Entity-Destination(e1,e2)",Olympics have already poured one ENT_1_START billion ENT_1_END into the ENT_2_START economy ENT_2_END .,Olympics have already poured one ENT_1_START billion ENT_1_END into the ENT_2_START economy ENT_2_END .,billion,economy,989
Other,"Franken 's ENT_1_START uncle ENT_1_END , who was in the Russian army , liberated Auschwitz with Barry 's ENT_2_START uncle ENT_2_END .","Franken 's ENT_1_START uncle ENT_1_END , who was in the Russian army , liberated Auschwitz with Barry 's ENT_2_START uncle ENT_2_END .",uncle,uncle,2069
Other,"Doc 's former lover , the erstwhile hippie Shasta , has become entangled with a married , ENT_1_START billionaire ENT_1_END ENT_2_START developer ENT_2_END , Marty Wolfmann .","Doc 's former lover , the erstwhile hippie Shasta , has become entangled with a married , ENT_1_START billionaire ENT_1_END ENT_2_START developer ENT_2_END , Marty Wolfmann .",billionaire,developer,3613
"Component-Whole(e1,e2)",At the second half of the 18th . century the ENT_1_START hull ENT_1_END of the sailing ENT_2_START ship ENT_2_END had been developed from the galleon to it 's almost ultimate shape .,At the second half of the 18th . century the ENT_1_START hull ENT_1_END of the sailing ENT_2_START ship ENT_2_END had been developed from the galleon to it 's almost ultimate shape .,hull,ship,3045
"Cause-Effect(e2,e1)",The ENT_1_START movement ENT_1_END of the flag on the surface of the moon was caused by the ENT_2_START vaccum ENT_2_END .,The ENT_1_START movement ENT_1_END of the flag on the surface of the moon was caused by the ENT_2_START vaccum ENT_2_END .,movement,vaccum,1917
"Member-Collection(e2,e1)","The largest of the bulls , sometimes fourteen feet long , establish themselves on a fixed part of the rock , and each gathers about him his ENT_1_START harem ENT_1_END of cow ENT_2_START seals ENT_2_END .","The largest of the bulls , sometimes fourteen feet long , establish themselves on a fixed part of the rock , and each gathers about him his ENT_1_START harem ENT_1_END of cow ENT_2_START seals ENT_2_END .",harem,seals,2632
"Instrument-Agency(e1,e2)","Commodities that sell and bear rents are also products , including the coils that help distill whiskey , the tatters of the beggar , the retorts of the adulterating druggist , the ENT_1_START jimmy ENT_1_END of the ENT_2_START burglar ENT_2_END and the brig of the pirate .","Commodities that sell and bear rents are also products , including the coils that help distill whiskey , the tatters of the beggar , the retorts of the adulterating druggist , the ENT_1_START jimmy ENT_1_END of the ENT_2_START burglar ENT_2_END and the brig of the pirate .",jimmy,burglar,7339
"Component-Whole(e2,e1)",A two zone alarm means the ENT_1_START alarm ENT_1_END has two seperate ' detection ' ENT_2_START circuits ENT_2_END and can identify which circuit was triggered .,A two zone alarm means the ENT_1_START alarm ENT_1_END has two seperate ' detection ' ENT_2_START circuits ENT_2_END and can identify which circuit was triggered .,alarm,circuits,4042
"Entity-Destination(e1,e2)",That club cost him as he put a ENT_1_START shot ENT_1_END into a ENT_2_START bunker ENT_2_END on hole 13 .,That club cost him as he put a ENT_1_START shot ENT_1_END into a ENT_2_START bunker ENT_2_END on hole 13 .,shot,bunker,4471
"Component-Whole(e2,e1)","The ENT_1_START book ENT_1_END contains short ENT_2_START tales ENT_2_END , it is regarded as the first book of juvenile literature .","The ENT_1_START book ENT_1_END contains short ENT_2_START tales ENT_2_END , it is regarded as the first book of juvenile literature .",book,tales,6330
"Instrument-Agency(e2,e1)",A ENT_1_START router ENT_1_END manipulates a packet 's header ENT_2_START information ENT_2_END to influence the packet 's direction .,A ENT_1_START router ENT_1_END manipulates a packet 's header ENT_2_START information ENT_2_END to influence the packet 's direction .,router,information,3926
"Member-Collection(e2,e1)","In an effort to lighten the sexually intense atmosphere that surrounded us like a ENT_1_START swarm ENT_1_END of excited electric ENT_2_START eels ENT_2_END , I decided to try a bit of humor .","In an effort to lighten the sexually intense atmosphere that surrounded us like a ENT_1_START swarm ENT_1_END of excited electric ENT_2_START eels ENT_2_END , I decided to try a bit of humor .",swarm,eels,4398
"Cause-Effect(e1,e2)",The ENT_1_START movement ENT_1_END developed from the ENT_2_START rediscovery ENT_2_END by European scholars of many Greek and Roman texts .,The ENT_1_START movement ENT_1_END developed from the ENT_2_START rediscovery ENT_2_END by European scholars of many Greek and Roman texts .,movement,rediscovery,3254
"Component-Whole(e2,e1)","The ENT_1_START package ENT_1_END includes the BBC "" Fight for Life "" ENT_2_START series ENT_2_END of videos , which chronicles the difficulties experienced in the lives of women giving birth in developing countries .","The ENT_1_START package ENT_1_END includes the BBC "" Fight for Life "" ENT_2_START series ENT_2_END of videos , which chronicles the difficulties experienced in the lives of women giving birth in developing countries .",package,series,3765
"Entity-Origin(e1,e2)","As the little black ENT_1_START train ENT_1_END goes from ENT_2_START station ENT_2_END to station , Driver Zach picks up more and more silly passengers .","As the little black ENT_1_START train ENT_1_END goes from ENT_2_START station ENT_2_END to station , Driver Zach picks up more and more silly passengers .",train,station,4346
"Entity-Origin(e1,e2)",The ENT_1_START letter ENT_1_END was from a ENT_2_START woman ENT_2_END who explained to me every single detail of a three month affair she had with my husband .,The ENT_1_START letter ENT_1_END was from a ENT_2_START woman ENT_2_END who explained to me every single detail of a three month affair she had with my husband .,letter,woman,3609
"Member-Collection(e2,e1)","The forth ENT_1_START devision ENT_1_END of ENT_2_START crossbowmen ENT_2_END marched through the gate , dust hanging in stifling clouds above the column .","The forth ENT_1_START devision ENT_1_END of ENT_2_START crossbowmen ENT_2_END marched through the gate , dust hanging in stifling clouds above the column .",devision,crossbowmen,4735
"Entity-Origin(e2,e1)",It dated back to the Meiji time that ryes were the raw material of ENT_1_START wheat ENT_1_END ENT_2_START liquor ENT_2_END .,It dated back to the Meiji time that ryes were the raw material of ENT_1_START wheat ENT_1_END ENT_2_START liquor ENT_2_END .,wheat,liquor,2635
"Member-Collection(e2,e1)","The band 's mascots are a ENT_1_START tiding ENT_1_END of black - billed ENT_2_START magpies ENT_2_END and a beanie baby skeleton called "" Death "" .","The band 's mascots are a ENT_1_START tiding ENT_1_END of black - billed ENT_2_START magpies ENT_2_END and a beanie baby skeleton called "" Death "" .",tiding,magpies,4429
"Component-Whole(e1,e2)",Viral DNA forms in the ENT_1_START livers ENT_1_END of ENT_2_START ducks ENT_2_END transfected with mutant genomes .,Viral DNA forms in the ENT_1_START livers ENT_1_END of ENT_2_START ducks ENT_2_END transfected with mutant genomes .,livers,ducks,6999
